Title,URI
 BMW 3 Series 335i Blue 2009,/used-cars/2009-bmw-3-series-335i-WBAWL73559P473332
 Chrysler Town & Country Touring Silver 2016,/used-cars/2016-chrysler-town-country-touring-2C4RC1BG3GR268362
 Chevrolet Sonic LT Black 2017,/used-cars/2017-chevrolet-sonic-lt-1G1JD5SG3H4130402
 Chevrolet HHR LT w/1LT Silver 2009,/used-cars/2009-chevrolet-hhr-lt-w-1lt-3GNCA23B19S533779
 Mazda CX-5 Touring Gray 2014,/used-cars/2014-mazda-cx-5-touring-JM3KE4CY2E0388026
 Honda Civic Sdn LX Black 2012,/used-cars/2012-honda-civic-sdn-lx-19XFB2F53CE075371
 Subaru Forester X w/Premium Pkg Black 2009,/used-cars/2009-subaru-forester-x-w-premium-pkg-JF2SH63619H781017
 BMW 3 Series 328i xDrive Black 2009,/used-cars/2009-bmw-3-series-328i-xdrive-WBAPK73589A449598
 Dodge Caravan SXT Red 2005,/used-cars/2005-dodge-caravan-sxt-1D4GP45R25B150232
 Chrysler PT Cruiser LX Red 2009,/used-cars/2009-chrysler-pt-cruiser-lx-3A8FY48949T519588
 Lexus ES 350 350 White 2007,/used-cars/2007-lexus-es-350-350-JTHBJ46G172091441
 GMC Terrain SLE Gray 2013,/used-cars/2013-gmc-terrain-sle-2GKFLREK9D6257532
 Volkswagen Jetta Sedan Wolfsburg Edition White 2007,/used-cars/2007-volkswagen-jetta-sedan-wolfsburg-edition-3VWEF71K27M053803
 Buick Enclave CXL-1 Silver 2011,/used-cars/2011-buick-enclave-cxl-1-5GAKVBED0BJ275139
 Nissan Sentra 2.0 Gray 2007,/used-cars/2007-nissan-sentra-2-0-3N1AB61E77L644624
 BMW 3 Series 328i 2007,/used-cars/2007-bmw-3-series-328i-WBAVC53597FZ70483
 Dodge Avenger SE White 2014,/used-cars/2014-dodge-avenger-se-1C3CDZAB2EN130740
 Subaru Forester 2.5X Silver 2012,/used-cars/2012-subaru-forester-2-5x-JF2SHABC5CH405017
 GMC Sierra 1500 SLT Gray 2005,/used-cars/2005-gmc-sierra-1500-slt-2GTEK13T351165029
 Toyota Highlander Limited Gray 2009,/used-cars/2009-toyota-highlander-limited-JTEES42A592119074
 Ford Fusion SEL Black 2011,/used-cars/2011-ford-fusion-sel-3FAHP0JG3BR319993
 Lexus SC 430 430 2005,/used-cars/2005-lexus-sc-430-430-JTHFN48Y450064187
 Honda Pilot EX Gray 2011,/used-cars/2011-honda-pilot-ex-5FNYF3H44BB005085
 Ford Fiesta SE White 2014,/used-cars/2014-ford-fiesta-se-3FADP4BJ5EM228256
 Hyundai Sonata SE Blue 2011,/used-cars/2011-hyundai-sonata-se-5NPEC4AC8BH179553
 Dodge Ram 1500 SLT Silver 2007,/used-cars/2007-dodge-ram-1500-slt-1D7HU18N77J591936
 Volkswagen Jetta Sedan SE Gray 2009,/used-cars/2009-volkswagen-jetta-sedan-se-3VWRZ71K29M024815
 Nissan Murano S Black 2007,/used-cars/2007-nissan-murano-s-JN8AZ08W77W622268
 Subaru Forester 2.5X Premium Silver 2011,/used-cars/2011-subaru-forester-2-5x-premium-JF2SHADC7BH743028
 Chevrolet Camaro 1SS Red 2010,/used-cars/2010-chevrolet-camaro-1ss-2G1FJ1EJXA9186757
 Chevrolet Impala LS Fleet Gray 2011,/used-cars/2011-chevrolet-impala-ls-fleet-2G1WF5EK2B1208638
 Toyota Highlander Sport Gray 2009,/used-cars/2009-toyota-highlander-sport-JTEDS43A292082284
 Ford Escort Fleet Gray 2002,/used-cars/2002-ford-escort-fleet-3FAFP13P02R206013
 Volkswagen CC Sport Gray 2012,/used-cars/2012-volkswagen-cc-sport-WVWMP7AN8CE526321
 Pontiac G6 w/1SB Silver 2009,/used-cars/2009-pontiac-g6-w-1sb-1G2ZJ57B994249917
 Mazda Protege LX 2001,/used-cars/2001-mazda-protege-lx-JM1BJ222610448079
 Jeep Compass Sport Black 2008,/used-cars/2008-jeep-compass-sport-1J8FF47W38D539963
 Ford Edge SEL Blue 2012,/used-cars/2012-ford-edge-sel-2FMDK3J92CBA63500
 Honda Civic Sdn LX Silver 2012,/used-cars/2012-honda-civic-sdn-lx-19XFB2F57CE007235
 Ford F-150 XLT Gray 2012,/used-cars/2012-ford-f-150-xlt-1FTFW1EF6CKD54769
 Honda Accord Sdn EX 2004,/used-cars/2004-honda-accord-sdn-ex-JHMCM56674C003135
 Scion xB Black 2008,/used-cars/2008-scion-xb-other-JTLKE50EX81020575
 Volkswagen Tiguan S 4Motion Black 2011,/used-cars/2011-volkswagen-tiguan-s-4motion-WVGBV7AX6BW535926
 BMW X1 xDrive28i Black 2018,/used-cars/2018-bmw-x1-xdrive28i-WBXHT3C38J5L29165
 Ford F-150 XLT Silver 2012,/used-cars/2012-ford-f-150-xlt-1FTFW1ET3CFA76217
 Dodge Ram 1500 SLT Red 2008,/used-cars/2008-dodge-ram-1500-slt-1D7HU18N68S518066
 Chevrolet Silverado 2500HD LS Silver 2005,/used-cars/2005-chevrolet-silverado-2500hd-ls-1GCHK23U65F973377
 Chevrolet Equinox LTZ Black 2013,/used-cars/2013-chevrolet-equinox-ltz-2GNFLGEK1D6134377
 Chevrolet TrailBlazer LT Gray 2007,/used-cars/2007-chevrolet-trailblazer-lt-1GNDS13S172269273
 Chevrolet Sonic LT Black 2013,/used-cars/2013-chevrolet-sonic-lt-1G1JD6SB2D4214103
 Toyota RAV4 Ltd Red 2009,/used-cars/2009-toyota-rav4-ltd-2T3ZF31VX9W004986
 Dodge Journey American Value Pkg Blue 2015,/used-cars/2015-dodge-journey-american-value-pkg-3C4PDCAB5FT557583
 Nissan Quest SV 2016,/used-cars/2016-nissan-quest-sv-JN8AE2KP7G9155344
 Jeep Patriot Altitude Edition Silver 2015,/used-cars/2015-jeep-patriot-altitude-edition-1C4NJPBA3FD107496
 Chevrolet Sonic LTZ Silver 2015,/used-cars/2015-chevrolet-sonic-ltz-1G1JE5SB6F4106576
 Chevrolet Suburban LS Silver 2005,/used-cars/2005-chevrolet-suburban-ls-1GNFK16ZX5J129470
 Ford Ranger Sport Black 2007,/used-cars/2007-ford-ranger-sport-1FTZR45E27PA96370
 Chevrolet TrailBlazer LS Gold 2002,/used-cars/2002-chevrolet-trailblazer-ls-1GNDT13S222440277
 Mercury Sable GS Silver 2003,/used-cars/2003-mercury-sable-gs-1MEFM50233G618484
 Subaru Forester X Limited White 2009,/used-cars/2009-subaru-forester-x-limited-JF2SH64659H761397
 Nissan Versa S Plus Black 2014,/used-cars/2014-nissan-versa-s-plus-3N1CN7AP3EL865979
 Audi A4 2.0T Prem Plus Blue 2009,/used-cars/2009-audi-a4-2-0t-prem-plus-WAUSF78K39A088990
 Audi Q7 Premium White 2007,/used-cars/2007-audi-q7-premium-WA1BY74L37D058308
 Ford Focus SE Blue 2002,/used-cars/2002-ford-focus-se-1FAFP34P82W203576
 Chevrolet Cruze LTZ Red 2014,/used-cars/2014-chevrolet-cruze-ltz-1G1PG5SB0E7350015
 Ford Escape XLT White 2009,/used-cars/2009-ford-escape-xlt-1FMCU93G29KA49454
 Ford Taurus SEL Silver 2010,/used-cars/2010-ford-taurus-sel-1FAHP2EWXAG121754
 Subaru Impreza Wagon 2.0i Premium Gray 2012,/used-cars/2012-subaru-impreza-wagon-2-0i-premium-JF1GPAD60CH206610
 Honda Civic LX Red 1988,/used-cars/1988-honda-civic-lx-JHMED3655JS007383
 Nissan Titan SL Black 2013,/used-cars/2013-nissan-titan-sl-1N6BA0ED6DN304540
 Dodge Dart GT Blue 2015,/used-cars/2015-dodge-dart-gt-1C3CDFEB1FD223717
 Chevrolet Avalanche LS Black 2009,/used-cars/2009-chevrolet-avalanche-ls-3GNFK12069G281339
 Honda Accord Coupe EX-L 2014,/used-cars/2014-honda-accord-coupe-ex-l-1HGCT1B8XEA016285
 Subaru Outback Special Edtn Blue 2009,/used-cars/2009-subaru-outback-special-edtn-4S4BP61CX97336500
 Subaru Legacy Wagon Outback Blue 2007,/used-cars/2007-subaru-legacy-wagon-outback-4S4BP61C376328869
 Chevrolet Cruze LT Blue 2015,/used-cars/2015-chevrolet-cruze-lt-1G1PC5SBXF7201916
 Toyota Tacoma Silver 2005,/used-cars/2005-toyota-tacoma-other-5TELU42N75Z139373
 Nissan Titan XE Blue 2006,/used-cars/2006-nissan-titan-xe-1N6AA07B86N568529
 Dodge Caliber SXT Blue 2007,/used-cars/2007-dodge-caliber-sxt-1B3HB48C67D408137
 Jeep Patriot Sport Silver 2017,/used-cars/2017-jeep-patriot-sport-1C4NJRBB6HD135848
 Cadillac Escalade White 2007,/used-cars/2007-cadillac-escalade-other-1GYEC63807R423856
 Dodge Ram 2500 SLT 2002,/used-cars/2002-dodge-ram-2500-slt-3B7KF23W42M275552
 Dodge Ram 2500 SLT 2002,under-15000-dodge-ram-2500-others-3B7KF23W42M275552
 Toyota Camry LE 2003,/used-cars/2003-toyota-camry-le-4T1BE32K03U747617
 Toyota Camry LE 2003,under-5000-toyota-camry-others-4T1BE32K03U747617
 Toyota Highlander Limited White 2008,/used-cars/2008-toyota-highlander-limited-JTEES42A082013274
 Subaru Legacy Ltd Black 2009,/used-cars/2009-subaru-legacy-ltd-4S3BL626097223762
 Subaru B9 Tribeca Silver 2006,/used-cars/2006-subaru-b9-tribeca-other-4S4WX82C664423545
 GMC Sierra 2500HD SLT White 2005,/used-cars/2005-gmc-sierra-2500hd-slt-1GTHK23215F959837
